Name,Issue Type,Priority,Rank,Status,Target Sprint,Build Number,Opened Date,Opened Time,Days old,Attachments,Assigned to,Progress Comments,Description,Duplicates?,Bug source,Associated features,Created by,Notification status,If complete,Closed,Notified users?,Status Time Changed,Date Completed,Minutes To Completion
HOMEPAGE: First newsflash when a brand new user enters the app for the first time,New Feature,Critical,25,Complete,,,2020-06-18,6/17/2020 6:21pm,51,,,,"When a user enters the app for the first time, we propose the Newsflash be there with the Welcome to chea seed! chat. 

We didn't discuss what this Newsflash would say, but I propose something like: 
""Welcome to chea seed! Click here to start your first chat.""",,,,,⚠️ Need to notify,1,1,,7/10/2020 12:20pm,2020-07-10,32759
STATS: All STATS cards,UI Fix,Critical,8,Complete,,,2020-06-26,6/26/2020 2:34pm,43,,,,"Add a message to all Stats cards that have not been started. 
Change the message to say:
- See your {{STATS NAME}} here. Tap the pencil to start now. 

Can we have the stats cards rotate through to a new one each time she returns to the homepage?

DONE Change the gear icon to a pencil icon
- the same pencil icon we use elsewhere in the app",,,,,⚠️ Need to notify,1,1,,7/10/2020 12:08pm,2020-07-10,20014
HOMEPAGE: Change the name of the In Progress carousel to Started. Move Started carousel above the Playlist carousel so we have continuity between the Homepage and Chats page.,UI Fix,Critical,40,Complete,,,2020-07-02,7/2/2020 7:27am,37,,,,,,,,Nicole Johnson,⚠️ Need to notify,1,1,,7/10/2020 10:43am,2020-07-10,11715
"SATISFACTION STATS: When the satisfaction savvy start date is changed, entries are not included in Satisfaction stats that were previously entered. ",Functional Bug,Critical,40,Complete,,,2020-07-08,7/8/2020 11:21am,31,"IMG_6266.PNG (https://dl.airtable.com/.attachments/c35df561e2599b5d7f6ba83e12948969/f4ca11b0/IMG_6266.PNG),IMG_6265.PNG (https://dl.airtable.com/.attachments/2d52cf538fe01e547bdfb117773c4a48/5703141c/IMG_6265.PNG),IMG_6264.PNG (https://dl.airtable.com/.attachments/d31c42e6ad373d3ca074196538bd9c79/2bec5f12/IMG_6264.PNG),IMG_6263.PNG (https://dl.airtable.com/.attachments/82fb62b8549a101105bb5e3aafd4929b/0556b533/IMG_6263.PNG)",,,"1. I had 4 medium Satisfaction entries, and 1 high satisfaction entry in my Satisfaction At a Glance stats.
    a. Med 1 date set: 7/8/2020
    b. Med 2 date set: 7/1/2020
    c. Med 3 date set: 7/8/2020
    d. Med 4 date set: 7/5/2020
    e. High 1 date set: 7/24/2020
2. The start date set for my Satisfaction Stats was 6/17/2020. 
3. I reset my Satisfaction Stats start date in the settings chat to 7/9/2020. 
4. When I return to the homepage, I have 0 satisfaction entries counted. 
5. I expected to have 1 High Satisfaction entry in my Stats. ",,,,,⚠️ Need to notify,1,1,,7/10/2020 11:01am,2020-07-10,2860
HOMEPAGE: change the green color of the progress bar on cards in Started (prev in progress) to light grey. ,UI Fix,Critical,40,Complete,,,2020-07-08,7/8/2020 11:39am,31,Screen Shot 2020-07-09 at 11.06.29 AM.png (https://dl.airtable.com/.attachments/4fc8f36fa025309db0f245a054a3fc59/822900e4/ScreenShot2020-07-09at11.06.29AM.png),,,,,,,,⚠️ Need to notify,1,1,,7/10/2020 11:04am,2020-07-10,2845
"HOMEPAGE: Progress bar on the chat cards in STARTED to show some progress when she is on the first page of a chat, even if she hasn't tapped through to the 2nd statement. ",New Feature,Critical,40,Complete,,,2020-07-08,7/8/2020 11:40am,31,,,,,,,,,⚠️ Need to notify,1,1,,7/10/2020 11:27am,2020-07-10,2867
"STARTED in CHATS: When ""Remove from In Progress"" is selected from the ellipsis menu or from the slider, the chat remains in STARTED ",Functional Bug,Critical,40,Complete,,,2020-07-08,7/8/2020 11:49am,31,,,,"STARTED isn't automatically updating when an action is taken on a chat card
	Ex. I select Remove from In Progress, and the label on the chat card itself turns to a checkmark from In Progress, but the chat remains in the STARTED list. ",,,,,⚠️ Need to notify,1,1,,7/10/2020 11:47am,2020-07-10,2878
HOMEPAGE: Change Up Next to UpNext,UI Fix,Critical,40,Complete,,,2020-07-08,7/8/2020 3:41pm,31,,,,,,,,,⚠️ Need to notify,1,1,,7/10/2020 11:48am,2020-07-10,2646
HTML for creating a border around text blocks. see pic for example,New Feature,Critical,40,Complete,,,2020-07-08,7/8/2020 3:42pm,31,Screen Shot 2020-07-09 at 10.40.55 AM.png (https://dl.airtable.com/.attachments/87b5a3727613e98eac0281e994dfbe17/55d946e9/ScreenShot2020-07-09at10.40.55AM.png),,"Use this pattern in the textBlock:

<div style=""border: 1px solid black; padding: 8px"">
...
</div>

See AccomplishmentGuide.lede for example.","For Entry guides like the Accomplishment Entry Guide, we would like to have a border around certain areas of text.

Borders around text might also come in handy for other text in statements as well. ",,,,,⚠️ Need to notify,1,1,,7/10/2020 11:50am,2020-07-10,2648
HOMEPAGE: Remove Lock to Home functionality from Takeaway tiles,UI Fix,Critical,40,Complete,,,2020-07-09,7/9/2020 4:26pm,30,"Screen Shot 2020-07-09 at 4.27.05 PM.png (https://dl.airtable.com/.attachments/59e36aa330fa5b4512bdccc0038ba34a/f03d8156/ScreenShot2020-07-09at4.27.05PM.png),Screen Shot 2020-07-09 at 4.27.18 PM.png (https://dl.airtable.com/.attachments/ba9ff552781330b38b936d08cbe1bf3c/4e080e37/ScreenShot2020-07-09at4.27.18PM.png)",,,Remove Lock to Home functionality from the Inspiration Carousel on the homepage and from the ellipsis menu of the Takeaway cards in the Takeaway Tile list.,,,,,⚠️ Need to notify,1,1,,7/10/2020 12:02pm,2020-07-10,1176
CAREER & CHATS: Confirm the ellipsis menus in the Career Section and in the Essentials section have the correct actions in the correct order,UI Fix,High,1,Complete,,,2020-06-09,6/9/2020 10:18am,60,,Nicole Johnson,,"Link to Spreadsheet

chea seed specific actions go above the light grey line. General actions (edit, delete) go below the light grey line. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,7/13/2020 3:28pm,2020-07-13,49269
"PITCH: When a new pitch/ask is created and named and actions are created for the pitch/ask, the child actions displayname is the parent name. If the parent name changes, the child names do not.
",Functional Bug,Critical,9,Complete,,,2020-06-05,6/5/2020 4:09pm,64,,Adam Galper,Rewrite child displayName on commit of parent,,,,,,⚠️ Need to notify,1,1,,7/14/2020 4:24pm,2020-07-14,56174
"TAKEAWAY TILES: After sharing a tile, the app should return the user to the Takeaway Tile landing page rather than the intermediary tile share page. ",TestFlight,Critical,8,Complete,,,2020-07-08,7/8/2020 12:22pm,31,,,,,,,,,⚠️ Need to notify,1,1,,7/14/2020 4:15pm,2020-07-14,8873
CHAT NAVIGATION: A way for the user to skip answering an attribute with the option inputType,New Feature,Critical,5,Complete,,,2020-07-08,7/8/2020 2:42pm,31,,,,,,,,,⚠️ Need to notify,1,1,,7/14/2020 2:59pm,2020-07-14,8657
CHATS: Hiding chats without statements and hiding Series that contain chats all without statements.,New Feature,Critical,12,Complete,,,2020-07-08,7/8/2020 3:48pm,31,,,,"We propose hiding chats that don’t have statements.

We'd also like to hide Series that contain chats that are all without statements.",,,,,⚠️ Need to notify,1,1,,7/14/2020 4:36pm,2020-07-14,8688
CHAT NAVIGATION: A way for the user to tap through a statement when she has responded to an attribute previously,New Feature,Critical,5,Complete,,,2020-07-08,7/8/2020 4:08pm,31,,,,,,,,,⚠️ Need to notify,1,1,,7/14/2020 3:00pm,2020-07-14,8571
EDIT ENTRY: The save button isn't automatically turning pink after the Description or any field in Details is edited. ,TestFlight,Critical,9,Complete,,,2020-07-09,7/9/2020 11:37am,30,"IMG_6281.PNG (https://dl.airtable.com/.attachments/b198b864ec239dbefd7c8ed36f839e96/bf574a18/IMG_6281.PNG),IMG_6280.PNG (https://dl.airtable.com/.attachments/abfd97074e537924a2d47ea9bde19259/dbf8e914/IMG_6280.PNG),IMG_6279.PNG (https://dl.airtable.com/.attachments/e8407d75d17db758f8ea38bd2351fba7/4e3c30a9/IMG_6279.PNG),IMG_6278.PNG (https://dl.airtable.com/.attachments/7e83cd1f9909166be641f90ba4b7dcea/d8f5d55e/IMG_6278.PNG),IMG_6277.PNG (https://dl.airtable.com/.attachments/69a790d2ee18a71226a95b887acddb4c/37b9f42b/IMG_6277.PNG),IMG_6276.PNG (https://dl.airtable.com/.attachments/31f25c72bef57061eb4c87f5786a97ea/c55cbf0a/IMG_6276.PNG),IMG_6275.PNG (https://dl.airtable.com/.attachments/81ba517b23d3d59edeb17e732304fcd4/648306c1/IMG_6275.PNG),IMG_6274.PNG (https://dl.airtable.com/.attachments/a48fece3d8bcfc23841e087f6dc6fa52/dda2d3d6/IMG_6274.PNG)",,Need to review why Description can't signal on each keypress + check that COMBOBOX inputtype emits its changes,"The Save button automatically lights up when the Name, Date, Feelings, or Type of an Entry are edited. It also lights up when a field is changed that has preset (or system set) options (ie. Rank for Motivation and Objective, short term/long term for Goal).

The Save button doesn't automatically light up when Description is edited or when a field from the Details is edited. This is true even when a field in Details has an option set by the user. 
- For example, Company in Details. I have Chea Seed preset as an option for Company, yet when I select it from the options, Save doesn't light up. 

",,,,,⚠️ Need to notify,1,1,,7/14/2020 4:28pm,2020-07-14,7490
"REVIEW READY STATS UI: Changes to the messages, font size and font color ",UI Fix,Critical,6,Complete,,,2020-07-09,7/9/2020 4:00pm,30,"Screen Shot 2020-07-09 at 4.05.38 PM.png (https://dl.airtable.com/.attachments/e3cb7fa536128c0648679d2166c68279/fc5f6b84/ScreenShot2020-07-09at4.05.38PM.png),Screen Shot 2020-07-09 at 4.06.01 PM.png (https://dl.airtable.com/.attachments/674f1ef7c150eb2cddc1245ad8577d43/8c1ddd3f/ScreenShot2020-07-09at4.06.01PM.png),Screen Shot 2020-07-09 at 4.07.34 PM.png (https://dl.airtable.com/.attachments/8fab9de902260c2fb62728da6fa98eb1/337bf4ac/ScreenShot2020-07-09at4.07.34PM.png)",,can we add line breaks to You've got this and That's a win,"Changes to the text of the Review Ready messages:
- CATCH UP NOW will remain the same
- GOOD TO GO changes to YOU'VE GOT THIS
- KILLING IT changes to THAT'S<br>A<br>WIN

Changes to the style of the Review Ready messages:
- Font-size to 22px
- Font-color to chea-raspberry (#A91B60)",,,,,⚠️ Need to notify,1,1,,7/14/2020 3:18pm,2020-07-14,7158
"STATS CARDS: Center the title of each of the STATS titles on the card. see pics, although the titles are not truly centered",UI Fix,Critical,6,Complete,,,2020-07-10,7/10/2020 10:59am,29,"Screen Shot 2020-07-10 at 10.58.14 AM.png (https://dl.airtable.com/.attachments/707011a7ce2fe7fba47752f7d23b5262/249b29be/ScreenShot2020-07-10at10.58.14AM.png),Screen Shot 2020-07-10 at 10.58.20 AM.png (https://dl.airtable.com/.attachments/3e0e1cccf5456acf73e5ce279223db08/f7936176/ScreenShot2020-07-10at10.58.20AM.png)",,,,,,,,⚠️ Need to notify,1,1,,7/14/2020 3:43pm,2020-07-14,6043
PINNED: The Pin action is only allowing one chat to be pinned at a time. See pics and description. ,Functional Bug,Critical,7,Complete,,,2020-07-10,7/10/2020 11:33am,29,"IMG_6300.PNG (https://dl.airtable.com/.attachments/a147efe79624739fe2ebf203232cbec8/f650e412/IMG_6300.PNG),IMG_6299.PNG (https://dl.airtable.com/.attachments/3bd65e859d988d318cf59c621ffdebfb/23becec6/IMG_6299.PNG),IMG_6298.PNG (https://dl.airtable.com/.attachments/665acf227091775cea7eb28f76f53726/7ec22aee/IMG_6298.PNG),IMG_6296.PNG (https://dl.airtable.com/.attachments/fbddeadc87c0b4ec02547b45a323990d/6096b6b8/IMG_6296.PNG),IMG_6295.PNG (https://dl.airtable.com/.attachments/17a00a20f36a14f296b7b1cb94d146ee/bd6de335/IMG_6295.PNG),IMG_6294.PNG (https://dl.airtable.com/.attachments/3ae7b04bfe389fc1739de16b7a5f51f9/7bdf853e/IMG_6294.PNG)",,,"1. I go to PINNED, and PINNED is empty. 
2. I go to STARTED, enter a chat, select the ellipsis menu, and the action menu displays with Pin Chat and Return to Start
3. I select Pin Chat, chat is successfully pinned. 
4. I start a new chat, enter chat, select the ellipsis menu, and the action menu displays with Remove from Pinned and Return to Start.
5. I select Remove from Pinned, and message displays with ""Chat successfully unpinned."" Yet the chat wasn't ever Pinned to begin with. 
6. When I return to PINNED, Pinned is empty. ",,,,,⚠️ Need to notify,1,1,,7/14/2020 4:02pm,2020-07-14,6028
CAREER: Add Entry button styling,UI Fix,Critical,9,Complete,,,2020-07-10,7/10/2020 11:56am,29,"Screen Shot 2020-07-10 at 11.56.59 AM.png (https://dl.airtable.com/.attachments/3f345185dd2ac8f9c17a07362c0f4654/41c2bcf9/ScreenShot2020-07-10at11.56.59AM.png),Screen Shot 2020-07-10 at 11.57.38 AM.png (https://dl.airtable.com/.attachments/d87c9ca6747caf45391b7ccd983c0ca6/5e7a09f6/ScreenShot2020-07-10at11.57.38AM.png)",,,The styling for the Add Entry button has changed since last build. We would like to change it back. See pics. ,,,,,⚠️ Need to notify,1,1,,7/14/2020 4:28pm,2020-07-14,6032
"UPNEXT RULES: When I enter into the app as a new user (all user data cleared), my UpNext is populated with 1 chat from each Master and Engagement sequence within 10 seconds of being in the app",TestFlight,Critical,3,Complete,,,2020-07-10,7/10/2020 3:02pm,29,"IMG_6305.PNG (https://dl.airtable.com/.attachments/2b2cccde975bdb75ff7bd20c4eb933f1/3fcd8454/IMG_6305.PNG),IMG_6307.PNG (https://dl.airtable.com/.attachments/fd5f8f0b6d7326ca07989a0e87d0bf64/edabd987/IMG_6307.PNG)",,Will no longer consider user created date,"Although UpNext is automatically populating with chats from the sequence at an incorrect time, it is correctly skipping chats previously consumed.",,,,,⚠️ Need to notify,1,1,,7/14/2020 2:46pm,2020-07-14,5744
"PINNED: Add ""Pin Chat"" to the ellipsis menu for chat cards ",New Feature,Critical,7,Complete,,,2020-07-11,7/10/2020 9:51pm,28,,,,"Add ""Pin Chat"" to the ellipsis menu for chat cards in Started, Playlist, and Topics. 

""Remove from Pinned"" is already in the ellipsis menu for chat cards, and we want to keep that action in the menu for all pinned chats.

Track an event in mixPanel for pinned chats so we can see the chats users pin. 
- use the data to evaluate user interest in different chats ",,,,,⚠️ Need to notify,1,1,,7/14/2020 4:03pm,2020-07-14,5412
HOMEPAGE Add a chea seed store card to the bottom of the homepage,New Feature,Critical,10,Complete,,,2020-07-11,7/10/2020 10:14pm,28,Screen Shot 2020-07-10 at 10.33.31 PM.png (https://dl.airtable.com/.attachments/4af878a4207e7a1335a80717f3c5b1e8/eece00a0/ScreenShot2020-07-10at10.33.31PM.png),,,We discussed making the card height of the Store/shop card the same height as the inspiration pad or the cards in Playlist/Started ,,,,,⚠️ Need to notify,1,1,,7/14/2020 4:35pm,2020-07-14,5420
ELLIPSIS MENU: Pitch in career section,UI Fix,Critical,13,Complete,,,2020-07-13,7/13/2020 10:42am,26,Screen Shot 2020-07-13 at 11.26.25 AM.png (https://dl.airtable.com/.attachments/10e2baafe23ba89424a8282f093c4f5a/16d9fe8d/ScreenShot2020-07-13at11.26.25AM.png),,,"Menu on View Entry Page
Practice Pitch
Deliver Pitch
(mat divider)
Edit
Delete

Menu on Entry Form
remove Practice Pitch from menu
remove Deliver Pitch from menu
Delete",,,,,⚠️ Need to notify,1,1,,7/14/2020 4:56pm,2020-07-14,1814
ELLIPSIS MENU: Ask in career section,UI Fix,Critical,13,Complete,,,2020-07-13,7/13/2020 10:42am,26,Screen Shot 2020-07-13 at 12.01.33 PM.png (https://dl.airtable.com/.attachments/5f71111e5d65ad57c5a4b9df3887991b/8b4766bb/ScreenShot2020-07-13at12.01.33PM.png),,,"Menu on View Entry Page
Practice Ask
Deliver Ask
(mat divider)
Edit
Delete

Menu on Entry Form
remove Practice Ask from menu
remove Deliver Ask from menu
Delete",,,,,⚠️ Need to notify,1,1,,7/14/2020 4:57pm,2020-07-14,1815
SLIDER MENU: Remove Share action from the slider menu for all entry types in the Entry List page,UI Fix,Critical,15,Complete,,,2020-07-13,7/13/2020 10:42am,26,,,,,,,,,⚠️ Need to notify,1,1,,7/14/2020 5:03pm,2020-07-15,1821
PRACTICE PITCH and PRACTICE ASK: Save button on Practice Pitch and Practice Ask is not saving. Both in dev and testfight. ,Functional Bug,Critical,16,Complete,,,2020-07-13,7/13/2020 10:42am,26,,,due to a bug in VIDEOCAPTURE handling,,,,,,⚠️ Need to notify,1,1,,7/14/2020 5:13pm,2020-07-15,1830
SLIDER MENU: Chat cards in Pinned: Add to Playlist action in slider and the ellipsis menu is not adding chat to playlist,Functional Bug,Critical,15,Complete,,,2020-07-13,7/13/2020 10:42am,26,,,,,,,,,⚠️ Need to notify,1,1,,7/14/2020 5:09pm,2020-07-15,1827
ELLIPSIS MENU: Motivation and Objective in career section,UI Fix,Critical,13,Complete,,,2020-07-13,7/13/2020 12:07pm,26,Screen Shot 2020-07-13 at 12.36.34 PM.png (https://dl.airtable.com/.attachments/983cb1a6c911507f70bc3f60e5b23eca/2469a96e/ScreenShot2020-07-13at12.36.34PM.png),,,"Menu on Entry List
View Goal
(mat divider)
Edit
Delete

""View Goal"" action notes
- When a user selects View Goal for a motivation that is not associated with a Goal, a dialog will appear that says:
    - There is no goal associated with this Motivation. 
    - Can we capitalize Goal in the above statement please? Since we capitalize Motivation and Goal is another chea seed app term, we should capitalize Goal.
- This is the same dialog that appears when a user selects View Goal from the slider menu and no goal is associated with the motivation. ",,,,,⚠️ Need to notify,1,1,,7/14/2020 5:02pm,2020-07-15,1734
"ENTRY FORM Dialog: Change the message of the dialog that appears when a user exits an entry before selecting ""Save""",UI Fix,Critical,20,Complete,,,2020-07-13,7/13/2020 3:14pm,26,Screen Shot 2020-07-13 at 3_25_27 PM.png (https://dl.airtable.com/.attachments/9d80007fc7841fba73c4fefa9086bd77/9b434580/ScreenShot2020-07-13at3_25_27PM.png),,,"Change the header text of the alert message to ""Leave without saving?""

No alert message.",,,,,⚠️ Need to notify,1,1,,7/14/2020 5:16pm,2020-07-15,1561
HOMEPAGE: change the View All button on the Inspiration Takeaway tile to match the View All button in Recents,UI Fix,High,2,Complete,,,2020-06-09,6/9/2020 1:04pm,60,"Screen Shot 2020-06-09 at 1.06.02 PM.png (https://dl.airtable.com/.attachments/f7170a2130fb9dd71f160bc7951599c2/0bfafba3/ScreenShot2020-06-09at1.06.02PM.png),Screen Shot 2020-06-09 at 1.06.15 PM.png (https://dl.airtable.com/.attachments/49ab7571a48305540c70a82479808c6a/2a6ac19d/ScreenShot2020-06-09at1.06.15PM.png)",Aaron Galper,,"6.9.2020 Wait to complete

Change the design of the View All at the end of the Inspiration Takeaway Tile slider to match the design of the View All button at the end of the Recents section. ",,,,Nicole Johnson,⚠️ Need to notify,1,1,,7/17/2020 10:22am,2020-07-17,54558
INFRASTRUCTURE Convert Shelley Correll video to mp4 ,New Feature,Critical,1,Complete,,,2020-02-17,2/17/2020 12:11pm,173,,Adam Galper,"Videos will be hosted in Firebase storage and played via Videogular2 player

7.14.2020 Giselle has a slight lag in the display of her video for videoType chats. Can we put a spinner to show loading?

No, but we can start the video as soon as it loads. 

7.15.2020 Going to try autoplay of the videos so there is no clicking","The chat ShelleyCorrellVideo is a single statement chat with a link to a 3 minute clip of Shelley Correll speaking. 

This video will be used to upload into UpNext, just like the NoraDenzelVideo.

The link to the video is: https://drive.google.com/open?id=142c4kfEgr_MsQaHXswZd5m9bzCb2hLCw",,,,Nicole Johnson,⚠️ Need to notify,1,1,,7/21/2020 11:42am,2020-07-21,223110
CHAT NAVIGATION: Change interaction model in chats; remove swipes,New Feature,Critical,5,Complete,,,2020-07-04,7/4/2020 2:14pm,35,,Adam Galper,"1. Back label (<) needs a dynamic label to indicate where it takes you
    a. Can we have the dynamic label direct her to the section of Chats rather than Chats?
        i. She enters a chat from Started in Chats, the label says Started. 
    b. When she enters a chat from Topics, can the label say the name of the series she entered from?","1. More menu: Return to Start, Pin Chat, Share
2. Add Prev Next areas to sides of progress bar
3. Continue button on statements with Form Fields (no drawer)
4. Tap to advance, instead of Swipe Left
5. Change Swipe Left message to Tap message
6. Selecting a choice for an OPTIONS attribute advances automatically
7. Back label (<) needs a dynamic label to indicate where it takes you",,,,,⚠️ Need to notify,1,1,,7/21/2020 11:43am,2020-07-21,24329
"PINNED: When she is in a chat that she has PINNED, we propose the action in the ellipsis menu say ""remove from Pinned"" rather than PIN. ",New Feature,Critical,7,Complete,,,2020-07-08,7/8/2020 2:42pm,31,"Screen Shot 2020-07-09 at 11.11.47 AM.png (https://dl.airtable.com/.attachments/94e950614a8f4faeeb3ad67b84598ca4/36bdf345/ScreenShot2020-07-09at11.11.47AM.png),Screen Shot 2020-07-09 at 11.12.00 AM.png (https://dl.airtable.com/.attachments/c98ef04b8cd1634d30c6de7d5f23a6e7/5f2ad2c3/ScreenShot2020-07-09at11.12.00AM.png)",,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 11:54am,2020-07-21,18551
"CONTINUE BUTTON: Change the color and size, change the text",UI Fix,Critical,23,Complete,,,2020-07-08,7/8/2020 2:42pm,31,"Screen Shot 2020-07-17 at 11.22.04 AM.png (https://dl.airtable.com/.attachments/6f7c35f826dbbffd59c332b9de599db9/42c2388d/ScreenShot2020-07-17at11.22.04AM.png),Screen Shot 2020-07-17 at 11.22.26 AM.png (https://dl.airtable.com/.attachments/d48a990fbbe5ac914306b2a0081146de/69d15eb2/ScreenShot2020-07-17at11.22.26AM.png)",,,"Keep the button centered. 

button background: #f3b49b (new color, light orange)
(font) color: white;
font-weight: bold;

From Add Entry button variables
border-radius: 10px;
font-size: 18px;
height: 45px;
width: 30%;
remove border: 1px solid black;",,,,,⚠️ Need to notify,1,1,,7/21/2020 9:50am,2020-07-21,18428
SATISFACTION STATS: Only in TestFlight: Adding an entry from the Satisfaction Status page makes the app hang. see pics.,Functional Bug,Critical,6,Complete,,,2020-07-08,7/8/2020 3:56pm,31,"IMG_6272.PNG (https://dl.airtable.com/.attachments/271ebba46ddcea673ac1a8c1992e11a3/3a9af08a/IMG_6272.PNG),IMG_6271.PNG (https://dl.airtable.com/.attachments/91ed9cfe2af6febde59da0a4147c6092/55cf6bb6/IMG_6271.PNG),IMG_6270.PNG (https://dl.airtable.com/.attachments/e30bf4452b3853a5b4f7f7e030b34e4a/ad6c0c6b/IMG_6270.PNG),IMG_6269.PNG (https://dl.airtable.com/.attachments/f9a40e073af45a4ac5522791c6715cd0/e13f600c/IMG_6269.PNG),IMG_6268.PNG (https://dl.airtable.com/.attachments/dd5ad172d1c22bf8aa5af78a487458d2/596b6cfa/IMG_6268.PNG)",,"I couldn't fix the bug easily, so I removed the tab bar from the bottom and added a more menu for adding a Satisfaction entry.

7.10.2020 Can we add an ""+ Add Entry"" button to this page?

Add a fab button to add an entry","Issue only occurring in TestFlight. 
1. I click through to the Satisfaction Status page from the Satisfaction Stats card. 
2. On the Satisfaction Status page, I click the pink plus to add an entry. 
3. I add a Satisfaction entry. 
4. When I return to the Satisfaction Status page, the page is blank. 
5. I can't click the back button or click Home, Career, Chats, but I can select the pink plus button to add another entry. ",,,,,⚠️ Need to notify,1,1,,7/21/2020 11:52am,2020-07-21,18476
"PINNED: When a chat is removed from PINNED using the ""remove from pinned"" action, the chat isn't automatically removed from Pinned segment. (I think this is the same issue as with Started and Playlist)",Functional Bug,Critical,7,Complete,,,2020-07-08,7/8/2020 4:08pm,31,,,,"The chats are removed from Started on the homepage automatically, but once we exit the app, and return, Started is repopulated in Chats and on the homepage. ",,,,,⚠️ Need to notify,1,1,,7/21/2020 11:54am,2020-07-21,18466
CAREER UI: Changes to the Career UI,UI Fix,Critical,9,Complete,,,2020-07-11,7/10/2020 9:42pm,28,"Screen Shot 2020-07-10 at 10_49_27 PM.png (https://dl.airtable.com/.attachments/185315cf2ac26b39117fccfca445c093/6e6a1a9e/ScreenShot2020-07-10at10_49_27PM.png),Screen Shot 2020-07-10 at 10_46_04 PM.png (https://dl.airtable.com/.attachments/be765a69b12304e38cacdde340e467ee/61ddfc47/ScreenShot2020-07-10at10_46_04PM.png),Screen Shot 2020-07-14 at 4.32.02 PM.png (https://dl.airtable.com/.attachments/6098441908b1a6a7f2ebc65853c181d6/dfad9131/ScreenShot2020-07-14at4.32.02PM.png)",,"CAREER, RECENTS UI: Adjust the width of the cards to match the width of the cards in the Entries section. see pic","Add a segment button to the top of the page with 3 sections: RECENTS     ENTRIES     CHALLENGES

RECENTS
The Recents segment will look like the current View Recent History page. 
- The cards stay white
- The background stays the light grey currently used for the background of career
We will need a global emptyrecents.message for when a user first comes into the app. I have setup a placeholder message in Airtable. 

ENTRIES
The Entries segment will keep the current item list used for entries in career. 
- The background stays light grey
All styling for Entry/Section Lists, Entry Views, and Edit Entry pages within career remain the same

CHALLENGES
Challenges to be a segment, but not at all selectable.",,,,,⚠️ Need to notify,1,1,,7/21/2020 9:45am,2020-07-21,15122
ELLIPSIS MENU: Accomplishments and Shoutouts in career section,UI Fix,Critical,13,Complete,,,2020-07-13,7/13/2020 10:42am,26,"Screen Shot 2020-07-13 at 3_34_43 PM.png (https://dl.airtable.com/.attachments/4c2bbed4daa7bb1304b723838a8c96cb/f3651236/ScreenShot2020-07-13at3_34_43PM.png),Screen Shot 2020-07-13 at 10.57.55 AM.png (https://dl.airtable.com/.attachments/015e40726b7f146be7e70baaffb7e9ac/f4a7447c/ScreenShot2020-07-13at10.57.55AM.png),Screen Shot 2020-07-13 at 10.54.40 AM.png (https://dl.airtable.com/.attachments/a427d3972751f25f9af1817f396ad104/43a38d97/ScreenShot2020-07-13at10.54.40AM.png),Screen Shot 2020-07-13 at 10.54.13 AM.png (https://dl.airtable.com/.attachments/19e7351976bb5c74d9fc534ab6ef8170/018c1166/ScreenShot2020-07-13at10.54.13AM.png),Screen Shot 2020-07-14 at 4.39.47 PM.png (https://dl.airtable.com/.attachments/325f4b22512cc58272b1d95a82e5cb7b/bca81bba/ScreenShot2020-07-14at4.39.47PM.png)",,Add a mat divider between Add to Favorites and Delete in the menu on the Entry Form for both Accomp and Shoutout,"Menu on Entry List and View Entry Page
Add to Collection
Take the Credit
Add to Favorites (changes to Remove from Favorites if the Accomplishment is already favorited)
(mat divider)
Edit
Delete

Menu on Entry Form
Add to Collection
remove Take the Credit from the menu
Add to Favorites
(mat divider)
Delete~",,,,,⚠️ Need to notify,1,1,,7/21/2020 9:46am,2020-07-21,11463
"ENTRY VIEW PAGES: The entry view pages for Accomplishment, Shoutout, Pitch, Ask, and Goal are not automatically refreshing when a child object is completed. Collections View Page is automatically updating. ",Functional Bug,Critical,15,Complete,,,2020-07-13,7/13/2020 10:42am,26,,,,"For the child action to appear on the Entry View of an Accomplishment, Shoutout, Pitch, Ask, or Goal I have to exit to the Entry List and come back to the View Entry page.",,,,,⚠️ Need to notify,1,1,,7/21/2020 12:38pm,2020-07-21,11636
ELLIPSIS MENU: Goal in career section,UI Fix,Critical,13,Complete,,,2020-07-13,7/13/2020 10:42am,26,"Screen Shot 2020-07-13 at 12.32.56 PM.png (https://dl.airtable.com/.attachments/b117773145aca27b737bcc5718c06477/3222722b/ScreenShot2020-07-13at12.32.56PM.png),Screen Shot 2020-07-13 at 12.33.50 PM.png (https://dl.airtable.com/.attachments/305646bb59dd9bf9e7199a7399a3e91f/75675b34/ScreenShot2020-07-13at12.33.50PM.png)",,"""Add Motivation"" and ""Add Objective"" missing from ellipsis menu on card in Entry List","Menu on Entry List and View Entry Page
Add Motivation
Add Objective
(mat divider)
Edit
Delete",,,,,⚠️ Need to notify,1,1,,7/21/2020 9:46am,2020-07-21,11464
PINNED: Most recently pinned chats to display at the top of Pinned. Older pinned chats to display at the bottom of the Pinned.,New Feature,Critical,7,Complete,,,2020-07-14,7/14/2020 3:47pm,25,,,,,,,,,⚠️ Need to notify,1,1,,7/21/2020 11:56am,2020-07-21,9848
